unit_slug,faculty,classification,wordCount,hubLinks,url,title,topOutboundHosts
abp,ABP,unique,1183,14,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2017,2017 Past Studios | Travelling Studios | MSD,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,1445,14,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2016,2016 Past Studios | Travelling Studios | MSD,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,1391,14,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2015,2015 Past Studios | Travelling Studios | MSD,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,2444,14,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2014,2014 Past Studios | Travelling Studios | MSD,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,1489,14,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2013,2013 Past Studios | Travelling Studios | MSD,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,1423,14,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2012,2012 Past Studios | Travelling Studios | MSD,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,1196,14,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2011,2011 Past Studios | Travelling Studios | MSD,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,807,14,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2010,2010 Past Studios | Travelling Studios | MSD,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,1109,14,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2009,2009 Past Studios | Travelling Studios | MSD,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,437,14,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios/2008,2008 Past Studios | Travelling Studios | MSD,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,697,14,https://msd.unimelb.edu.au/current-students/subject-information/internships-vocational-placements/abpl90434-construction-management-internship,ABPL90434 Construction Management Internship,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,668,14,https://msd.unimelb.edu.au/current-students/subject-information/internships-vocational-placements/abpl90434-construction-management-internship/how-to-apply,How to apply | ABPL90434,students.unimelb.edu.au:14;edsc.unimelb.edu.au:7;www.unimelb.edu.au:7
abp,ABP,redirect,0,0,https://msd.unimelb.edu.au/current-students/student-experience/peer-mentoring-program/register-for-msd-peer-mentoring,Redirecting...,
abp,ABP,redirect,0,0,https://msd.unimelb.edu.au/current-students/student-experience/access-and-id-cards/student-card-access-error-webform,Redirecting...,
abp,ABP,redirect,0,0,https://msd.unimelb.edu.au/current-students/student-experience/it-support/requestfeedback-form,Redirecting...,
abp,ABP,unique,1641,14,https://msd.unimelb.edu.au/current-students/student-experience/clubs-and-societies/information-for-clubs,Information for clubs,students.unimelb.edu.au:14;msd.unimelb.edu.au:9;services.unimelb.edu.au:7
abp,ABP,redirect,0,0,https://msd.unimelb.edu.au/current-students/student-experience/student-newsletters/n01-edsc-newsletter-submission-form,Redirecting...,
abp,ABP,unique,585,14,https://msd.unimelb.edu.au/current-students/student-experience/msdx-and-student-exhibitions/key-dates,Key dates,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,772,14,https://msd.unimelb.edu.au/current-students/student-experience/msdx-and-student-exhibitions/msd-student-curator-group,MSD Student Curator Group,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,711,14,https://msd.unimelb.edu.au/current-students/student-experience/msdx-and-student-exhibitions/installation-tips,Install tips and equipment,students.unimelb.edu.au:14;msd.unimelb.edu.au:8;www.unimelb.edu.au:7
abp,ABP,unique,1877,14,https://msd.unimelb.edu.au/current-students/student-experience/deans-honours-awards/2023,Dean's Honours Awards 2023,msd.unimelb.edu.au:38;students.unimelb.edu.au:14;www.unimelb.edu.au:7
abp,ABP,unique,1924,14,https://msd.unimelb.edu.au/current-students/student-experience/deans-honours-awards/2024,Dean's Honours Awards 2024,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:6
abp,ABP,unique,954,14,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/architecture-construction,Master of Architecture/Master of Construction,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,786,14,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/architecture-landscape-architecture,Master of Architecture/Master of Landscape Architecture,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,647,14,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/architecture-property,Master of Architecture/Master of Property,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,676,14,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/architecture-urban-design,Master of Architecture/Master of Urban Design,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,651,14,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/architecture-urban-cultural-heritage,Master of Architecture/Master of Urban and Cultural Heritage,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,711,14,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/architecture-urban-planning,Master of Architecture/Master of Urban Planning,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,960,14,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/construction-property,Master of Construction/Master of Property,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,725,14,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/landscape-architecture-urban-design,Master of Landscape Architecture/Master of Urban Design,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,763,14,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/landscape-urban-planning,Master of Landscape/Master of Urban Planning,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,723,14,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/property-urban-planning,Master of Property/Master of Urban Planning,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,599,14,https://msd.unimelb.edu.au/current-students/course-planning/sample-course-plans/double-masters/urban-planning-urban-design,Master of Urban Planning/Master of Urban Design,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,redirect,0,0,https://msd.unimelb.edu.au/current-students/enrolment/list-of-forms/application-for-extension/extension-application-form,Redirecting...,
abp,ABP,unique,565,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-urban-planning/up-2023_sm2-studios/mup-studio,MUP Studio,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,1518,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-urban-design/ud-2023_sm2-studios/studio-a,Studio A,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,1412,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm2_2025/the-city-as-design,The City as Design Project,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,1076,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm2_2025/go-east-young-woman,Go East Young Wo(Man),students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,987,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-urban-design/ud-2023_sm2-studios/thesis-studio,Thesis Studio,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,815,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-landscape-architecture/la_sm1_2026/material-traces,MATERIAL TRACES,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,1275,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-landscape-architecture/la_sm1_2026/darebin-resilience,DESIGNING RIPIARIAN SYSTEMS FOR RESILIENCE & CULTURAL MEANING,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,791,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/caretaker-studio,Caretaker Studio,students.unimelb.edu.au:14;msd.unimelb.edu.au:7;www.unimelb.edu.au:7
abp,ABP,unique,729,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/unbounding-ground,Unbounding Ground,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,740,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/narrating-ground,Narrating Ground,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,811,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/yern-da-ville,Yern-da-ville,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,848,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/html,HTML,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,1347,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/threshold,Threshold,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,941,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/five-mile-creek,Five Mile Creek,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,662,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/inland,Inland,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,1043,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/the-mansion-and-the-lagoon,The Mansion and The Lagoon,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,1035,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/healing-the-city,Healing the City,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,940,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/the-broken-box,The Broken Box,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,773,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/c_sm1_2026/living-island,Living Island,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,811,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/nothing-special,Nothing Special,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,958,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/barbican,BARBICAN Independent London,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,913,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/denatured-visions,Sweating out the Toxins,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,936,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/basin,Basin,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,1193,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/church-studio,CHURCH Studio,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,704,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/flats,Flats,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,799,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/future-casting,Future Casting,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,749,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/d_sm1_2026/domesticity-inside-out,Domesticity Inside Out,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,728,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/e_sm1_2026/vernacular-spectacular,Vernacular Spectacular,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,713,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/e_sm1_2026/material-metaphors,Material Metaphors,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,826,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/e_sm1_2026/cenobio-endgame,Cenobio,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,1199,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/e_sm1_2026/wasteocene,Wasteocene,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,734,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/e_sm1_2026/bothy,Bothy,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,773,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/e_sm1_2026/space-for-hire,Light Industry,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,835,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/e_sm1_2026/NotOnlyButAlso,Not Only But Also,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,712,14,"https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/open-animal,-vegetable,-mineral","Animal, Vegetable, Mineral : Architecture in the Anthropocene",students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,789,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/collective-housing,Housing Studio,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,910,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/nightingale-night-school,Nightingale Night School,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,786,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/open-rememory,Open Studio: Rememory,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,934,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/re-up,Re-Up,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,1505,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/future-civic,Open Studio: Future Civic,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,1320,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/open-worlding,Open Studio: Worlding,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,755,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/open-studio-parts-unknown,Open Studio: Parts Unknown,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,291,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2014,2014 Studio Archive | Melbourne School of Design,students.unimelb.edu.au:14;msd.unimelb.edu.au:7;www.unimelb.edu.au:7
abp,ABP,unique,291,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2015,2015 Studio Archive | Melbourne School of Design,students.unimelb.edu.au:14;msd.unimelb.edu.au:7;www.unimelb.edu.au:7
abp,ABP,unique,291,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2016,2016 Studio Archive | Melbourne School of Design,students.unimelb.edu.au:14;msd.unimelb.edu.au:7;www.unimelb.edu.au:7
abp,ABP,unique,753,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017,2017 Studio Archive | Melbourne School of Design,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,557,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2018,2018 Studio Archive | Melbourne School of Design,students.unimelb.edu.au:14;msd.unimelb.edu.au:7;www.unimelb.edu.au:7
abp,ABP,unique,588,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2019,2019 Studio Archive | Melbourne School of Design,students.unimelb.edu.au:14;msd.unimelb.edu.au:7;www.unimelb.edu.au:7
abp,ABP,unique,589,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2020,2020 Studio Archive | Melbourne School of Design,students.unimelb.edu.au:14;msd.unimelb.edu.au:7;www.unimelb.edu.au:7
abp,ABP,unique,605,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2021,2021 Studio Archive | Melbourne School of Design,students.unimelb.edu.au:14;msd.unimelb.edu.au:7;www.unimelb.edu.au:7
abp,ABP,unique,627,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2022,2022 Studio Archive | Melbourne School of Design,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,603,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2023,2023 Studio Archive | Melbourne School of Design,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,525,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2024,2024,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,521,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2026,2025,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,397,14,https://msd.unimelb.edu.au/current-students/subject-information/travelling-studios/past-studios,Past Studios | Travelling Studios | Melbourne School of Design,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,1289,18,https://msd.unimelb.edu.au/current-students/subject-information/internships-vocational-placements/abpl90434-construction-management-internship/self-sourced,Self-sourced internships | ABPL90434,students.unimelb.edu.au:18;www.unimelb.edu.au:7;edsc.unimelb.edu.au:5
abp,ABP,unique,1059,14,https://msd.unimelb.edu.au/current-students/subject-information/internships-vocational-placements/abpl90434-construction-management-internship/information-for-hosts,Information for hosts | ABPL90434,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,610,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SUM-studios/studio-4,Summer Design Studio 4,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,634,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SUM-studios/studio-10,Summer Design Studio 10,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,649,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SUM-studios/studio-21,Summer Design Studio 21,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,758,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SUM-studios/studio-22,Summer Design Studio 22,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,573,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SUM-studios/studio-27,Summer Design Studio 27,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,997,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-1,Semester 1 2017 Studio 1,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,889,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-2,Semester 1 2017 Studio 2,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,907,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-3,Semester 1 2017 Studio 3,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,495,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-5,Semester 1 2017 Studio 5 (Urban Design C),students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,977,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-6,Semester 1 2017 Studio 6,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,651,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-7,Semester 1 2017 Studio 7,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,638,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-9,Semester 1 2017 Studio 9,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,806,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-10,Semester 1 2017 Studio 10 (Urban Design C),students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,677,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-11,Semester 1 2017 Studio 11,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,721,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-12,Semester 1 2017 Studio 12,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:6
abp,ABP,unique,680,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-13,Semester 1 2017 Studio 13,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,735,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-14,Semester 1 2017 Studio 14,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,699,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-16,Semester 1 2017 Studio 16,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,981,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-18,Semester 1 2017 Studio 18,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,736,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-19,Semester 1 2017 Studio 19,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,832,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-20,Semester 1 2017 Studio 20,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,886,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-22,Semester 1 2017 Studio 22,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,640,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-23,Semester 1 2017 Studio 23,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
abp,ABP,unique,687,14,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/msd-studio-archive/2017/cde-2017_SM1-studios/semester-1-2017-studio-24,Semester 1 2017 Studio 24,students.unimelb.edu.au:14;www.unimelb.edu.au:7;msd.unimelb.edu.au:5
