topic,unit_slug,faculty,url,title,wordCount,classification,page_type
placements-WIL,arts,Arts,https://arts.unimelb.edu.au/students/experiential-learning/scc-graduate-internship-subjects,SCC Graduate Internship Subjects,629,mixed,content
placements-WIL,arts,Arts,https://arts.unimelb.edu.au/students/experiential-learning/industry-project,Industry Project (ARTS30001),306,mixed,content
placements-WIL,arts,Arts,https://arts.unimelb.edu.au/students/experiential-learning/internship-personal-and-career-growth,Internship: Personal & Career Growth | UniMelb Arts,891,mixed,content
placements-WIL,arts,Arts,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts,Enrichment,358,mixed,content
placements-WIL,arts,Arts,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/melbourne-peer-mentor-program,Melbourne Peer Mentor Program,720,mixed,content
placements-WIL,arts,Arts,https://arts.unimelb.edu.au/students/undergraduate/enrich-your-bachelor-of-arts/peer-assisted-study-sessions,Peer Assisted Study Sessions,453,unique,content
placements-WIL,arts,Arts,https://arts.unimelb.edu.au/students/undergraduate/resources-and-support/language-placement-tests,Language placement tests,367,unique,content
placements-WIL,arts,Arts,https://arts.unimelb.edu.au/students/experiential-learning/industry-project,Industry Project (ARTS30001),306,mixed,content
placements-WIL,arts,Arts,https://arts.unimelb.edu.au/students/experiential-learning/internship-personal-and-career-growth,Internship: Personal & Career Growth | UniMelb Arts,891,mixed,content
placements-WIL,arts,Arts,https://arts.unimelb.edu.au/students/experiential-learning/internship-personal-and-career-growth/invitation-to-host-an-intern,Invitation to host an intern,667,unique,content
placements-WIL,arts,Arts,https://scholarships.unimelb.edu.au/awards/faculty-of-arts-internship-grants,Faculty of Arts Internship Grants,1140,mixed,content
placements-WIL,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/master-of-biomedical-science/course-planning,Course Planning,710,unique,content
placements-WIL,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/master-of-biomedical-science/orientation,Orientation,281,unique,content
placements-WIL,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/biomedicine-deans-honours-list,Biomedicine Deans' Honours List,1543,unique,content
placements-WIL,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/biomedicine-enrolment-advice-day,Biomedicine Enrolment Advice Day,836,unique,content
placements-WIL,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/orientation,Biomedicine Orientation,437,unique,content
placements-WIL,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/plan-your-first-year-subjects,Plan your First Year Subjects,1184,unique,content
placements-WIL,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information/plan-your-bachelor-of-biomedicine/study-plan-templates,Plan Your Course,1459,unique,content
placements-WIL,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching,Master of Teaching,512,unique,content
placements-WIL,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/early-childhood,Early Childhood,1214,unique,content
placements-WIL,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/early-childhood-and-primary,Early Childhood and Primary,1639,unique,content
placements-WIL,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/faqs,FAQs,5447,unique,content
placements-WIL,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/permission-to-teach-ptt-information,Permission to Teach (PTT) Information,875,unique,content
placements-WIL,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-allocation-process,Placement Allocation Process,708,unique,content
placements-WIL,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/assessment,Assessment,961,unique,content
placements-WIL,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/attendance-and-absences,Attendance and absences,479,unique,content
placements-WIL,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/health-and-safety,Health and safety,475,unique,content
placements-WIL,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/participation,Participation,309,unique,content
placements-WIL,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/placement-seminars,Placement seminars,284,unique,content
placements-WIL,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/placement-structure,Placement structure,580,unique,content
placements-WIL,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/professional-conduct,Professional Conduct,697,unique,content
placements-WIL,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/roles-and-responsibilities,Roles and responsibilities,1482,unique,content
placements-WIL,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/unsatisfactory-performance,Unsatisfactory performance,689,unique,content
placements-WIL,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/working-with-children-check,Working with Children Check,219,unique,content
placements-WIL,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/primary,Primary,982,unique,content
placements-WIL,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/secondary,Secondary,950,unique,content
placements-WIL,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/industry-engagement/internship,Internships - Coursework Students - Current Students - Faculty of Engineering and Information Technology,601,unique,content
placements-WIL,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/progress-your-career/internship/internship-subjects,Internships - Students - Faculty of Engineering and Information Technology,728,unique,content
placements-WIL,feit,FEIT,https://eng.unimelb.edu.au/students/research/life-at-feit/internships,Internships - Graduate Researchers - Current Students - Faculty of Engineering and Information Technology,478,unique,content
placements-WIL,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/domestic-internship-opportunities,Domestic Internships,335,unique,content
placements-WIL,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/practice-hurdle,Engineering Practice Hurdle,516,unique,content
placements-WIL,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/self-sourced-international,International internships,4609,mixed,content
placements-WIL,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/internship-no-credit,Not-for-Credit Internships,694,unique,content
placements-WIL,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/practice-hurdle/step,Skills Towards Employment Program,469,unique,content
placements-WIL,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/university-sourced-internships,University-sourced internships,4456,mixed,content
placements-WIL,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/self-sourced,Self-sourced internships,4864,mixed,content
placements-WIL,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/practice-hurdle/internship-no-credit,Not-for-Credit Internships,697,unique,content
placements-WIL,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/internship/preparing-for-and-securing-an-internship,~ Page not found,454,unique,content
placements-WIL,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/progress-your-career/internship/faq,Frequently Asked Questions,3148,mixed,content
placements-WIL,law,Law,https://law.unimelb.edu.au/students/biicl,British Institute of International and Comparative Law Internship,712,unique,content
placements-WIL,law,Law,https://law.unimelb.edu.au/students/grd/enrichment,Enrichment,1593,unique,content
placements-WIL,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/mls-clinics,Melbourne Law School Clinics,1095,unique,content
placements-WIL,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/mls-clinics/subjects/indigenous-legal-advocacy-clinic,Indigenous Legal Advocacy Clinic,437,unique,content
placements-WIL,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/mls-clinics/subjects/legal-internship,Legal Internship,1356,unique,content
placements-WIL,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/mls-clinics/subjects/ndis-and-disability-benefits-clinic,NDIS and Disability Benefits Clinic,453,unique,content
placements-WIL,law,Law,https://law.unimelb.edu.au/students/jd/studies/course-planning,JD course planning and advice,689,mixed,content
placements-WIL,law,Law,https://law.unimelb.edu.au/students/legal-academic-skills/lms-community,Legal Academic Skills LMS Community,196,unique,content
placements-WIL,law,Law,https://law.unimelb.edu.au/students/masters/enrichment/international-legal-internship,International Legal Internship,443,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students,Current Students,296,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/employability-in-mdhs,Employability in MDHS,925,mixed,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements,Student Placements,358,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org,Information for current host organisations,544,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/DDS3%20Year%20Level%20Coordinator,Page not found,214,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/clinicalaudiology,Department of Clinical Audiology,317,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/clinicalaudiology/additional-questions,Additional questions,161,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/clinicalaudiology/before,Before Placement,496,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/clinicalaudiology/before/remote-placements-for-students,How to provide remote placements for clinical audiology students,356,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/clinicalaudiology/before/remote-placements-for-students/introduction,Introduction,280,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/clinicalaudiology/conclusion-of-placement,Conclusion of Placement,343,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/clinicalaudiology/during-placement,During placement,480,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/clinicalaudiology/eoi,Expression of interest form,214,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/clinicalaudiology/frequently-asked-questions,Frequently asked questions,903,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/department-of-nursing,Department of Nursing,349,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/department-of-nursing/before-placement,Before placement,372,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/department-of-nursing/conclusion-of-placement,Conclusion of placement,402,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/department-of-nursing/during-placement,During placement,668,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/department-of-optometry-and-vision-sciences,Department of Optometry and Vision Sciences,444,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/department-of-physiotherapy-resources,Department of Physiotherapy,409,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/department-of-social-work-resources,Department of Social Work,276,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/department-of-social-work-resources/before-placement,Before placement,286,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/department-of-social-work-resources/conclusion-of-placement,Conclusion of placement,206,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/department-of-social-work-resources/during-placement,During placement,297,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/dsp,Department of Speech Pathology,337,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/dsp/before-placement,Before Placement,353,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/dsp/conclusion-of-placement,Conclusion of Placement,402,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/dsp/day-one-of-placement,Day one of Placement,304,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/dsp/during-placement,During Placement,445,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/melbourne-dental-school,Melbourne Dental School,441,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/melbourne-dental-school/DDS3%20Year%20Level%20Coordinator,Page not found,257,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/melbourne-dental-school/before-placement,Before placement,662,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/melbourne-dental-school/conclusion-of-placement,Conclusion of placement,287,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/melbourne-dental-school/during-placement,During placement,864,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/melbourne-medical-school,Melbourne Medical School,369,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/mspgh,Melbourne School of Population and Global Health,514,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/mspgh/before-placement,Before Placement,492,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/mspgh/conclusion-of-placement,Conclusion of Placement,244,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/mspgh/day-one-of-placement,Day one of placement,394,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/mspgh/during-placement,During Placement,287,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/msps,School of Psychological Sciences,426,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/msps/clinical-neuropsychology,Clinical Neuropsychology,335,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/msps/clinical-neuropsychology/before-placement,Before placement,431,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/msps/clinical-neuropsychology/conclusion-of-placement,Conclusion of placement,523,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/msps/clinical-neuropsychology/during-placement,During placement,1166,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/msps/clinical-psychology,Clinical Psychology,322,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/msps/clinical-psychology/before-placement,Before placement,471,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/msps/clinical-psychology/conclusion-of-placement,Conclusion of placement,235,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/msps/clinical-psychology/during-placement,During placement,550,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/msps/professional-psychology,Professional Psychology,378,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/msps/professional-psychology/before-placement,Before placement,477,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/msps/professional-psychology/conclusion-of-placement,Conclusion of Placement,199,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/msps/professional-psychology/during-placement,During placement,467,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/prospective-orgs,Information for Prospective Host Organisations,345,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/prospective-orgs/how-is-the-placement-arranged,"What are the steps involved before, during and after a placement?",179,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/prospective-orgs/what-happens-after-the-placement,Where to from here?,214,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/prospective-orgs/why-should-your-ogranisation-place-student,Why should your organisation place students?,233,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/student-testimonials,Student Testimonials,735,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students,Information for students,419,unique,content
placements-WIL,mdhs,MDHS,"https://mdhs.unimelb.edu.au/study/current-students/placements/students/feedback,-reporting-concerns-and-complains","Feedback, Reporting Concerns & Complains",213,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/getting-help,Getting help,593,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/info,Important information,383,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/insurance,Insurance,380,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/key-contacts,Key Contacts,193,unique,content
placements-WIL,mdhs,MDHS,"https://mdhs.unimelb.edu.au/study/current-students/placements/students/obligations,-rights-and-responsibilities","Obligations, Rights & Responsibilities",578,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/overseas-placements,Overseas Placements,228,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/personal-information-and-intellectual-property,Personal information & Intellectual Property,566,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements,MDHS Pre-Placement Requirements,753,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/additional-info/additional-information-and-resources,Additional Information and Resources,624,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/checklist,Summary of checks,549,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks,Course-specific checks,217,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/additional,Other checks by course,343,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/ahpra,AHPRA Registration,1382,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/covid-19,COVID-19,395,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/first-aid-and-cpr,CPR and First Aid,294,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/course-specific-checks/hand-hygiene,Hand Hygiene,282,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/handbook,Handbook,169,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/infection/flu,Influenza,428,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/infection/hepatitis-b,Hepatitis B,575,unique,content
placements-WIL,mdhs,MDHS,"https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/infection/measles,-mumps-and-rubella-mmr","Measles, Mumps and Rubella (MMR)",479,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/infection/pertussis,Pertussis,384,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/infection/tb,Tuberculosis,481,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/infection/varicella,Varicella,438,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/non-immunisation-checks,Non-Immunisation Checks,221,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/non-immunisation-checks/mask-fit-testing,Mask Fit Testing,967,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/non-immunisation-checks/ndis-worker-screening-check,NDIS Worker Screening Check,441,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/non-immunisation-checks/police-au,Australian Police Check,731,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/non-immunisation-checks/police-os,Overseas Police Record,532,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/non-immunisation-checks/wwcc,Working with Children Check,740,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/requirements/sonia,Sonia,645,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/travel,Travel,900,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/visas,Visas,337,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/student-fitness-to-practice/frequently-asked-questions,Frequently Asked Questions,279,unique,content
placements-WIL,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/student-fitness-to-practice/mdhs-process,MDHS Student Fitness to Practice Process,285,unique,content
placements-WIL,science,Science,https://science.unimelb.edu.au/students/enrich-your-studies/industry-projects,Industry projects for graduate students,1035,unique,content
placements-WIL,science,Science,https://science.unimelb.edu.au/students/enrich-your-studies/internship-subjects,Internships in the Faculty of Science,2666,unique,content
research-candidature,abp,ABP,https://msd.unimelb.edu.au/current-students/student-experience/msdx-and-student-exhibitions,MSDx Student Resources,627,mixed,content
research-candidature,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-urban-planning,Master of Urban Planning Studio/Thesis,767,mixed,content
research-candidature,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-urban-design/ud-2023_sm2-studios/thesis-studio,Thesis Studio,987,mixed,content
research-candidature,abp,ABP,"https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/open-animal,-vegetable,-mineral","Animal, Vegetable, Mineral : Architecture in the Anthropocene",712,mixed,content
research-candidature,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/collective-housing,Housing Studio,789,mixed,content
research-candidature,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/nightingale-night-school,Nightingale Night School,910,mixed,content
research-candidature,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/open-rememory,Open Studio: Rememory,786,mixed,content
research-candidature,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/re-up,Re-Up,934,mixed,content
research-candidature,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/future-civic,Open Studio: Future Civic,1505,mixed,content
research-candidature,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/open-worlding,Open Studio: Worlding,1320,mixed,content
research-candidature,abp,ABP,https://msd.unimelb.edu.au/current-students/subject-information/msd-studios/master-of-architecture/thesis_sm1_2026/open-studio-parts-unknown,Open Studio: Parts Unknown,755,mixed,content
research-candidature,arts,Arts,https://arts.unimelb.edu.au/students,Current students | Faculty of Arts,684,mixed,content
research-candidature,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research,Graduate research,353,mixed,content
research-candidature,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/commencement/commencement-checklist,Commencement form checklist,320,unique,content
research-candidature,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/commencement/course-enrolment-information,Course enrolment information,913,mixed,content
research-candidature,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/commencement/orientation-and-induction,Graduate Research Orientation,353,unique,content
research-candidature,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/commencement/overview-of-course-structure,Overview of course structure,1369,mixed,content
research-candidature,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/faqs/research-support,Research support,359,unique,content
research-candidature,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/faqs/resources,Facilities and resources,197,unique,content
research-candidature,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/manage-your-research-program/candidature-variation,Candidature variations,1254,unique,content
research-candidature,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/manage-your-research-program/conversion-and-transfer,Course conversion,717,unique,content
research-candidature,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/manage-your-research-program/enrichment-activities,Enriching your graduate research,234,unique,content
research-candidature,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/manage-your-research-program/milestone-reviews,Milestone reviews,1517,unique,content
research-candidature,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/manage-your-research-program/thesis-requirements,Thesis submission,338,unique,content
research-candidature,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/orientation-and-induction,Graduate Research Orientation,353,unique,content
research-candidature,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/overview-of-course-structure,Overview of course structure,1369,mixed,content
research-candidature,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/orientation-and-induction,Graduate Research Orientation,353,unique,content
research-candidature,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/overview-of-course-structure,Overview of course structure,1369,mixed,content
research-candidature,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/commencement-checklist,Commencement form checklist,320,unique,content
research-candidature,arts,Arts,https://arts.unimelb.edu.au/students/graduate-research/plan-your-program2/course-enrolment-information,Course enrolment information,913,mixed,content
research-candidature,fbe,FBE,https://fbe.unimelb.edu.au/students/phd,Graduate Research,300,unique,content
research-candidature,fbe,FBE,https://fbe.unimelb.edu.au/students/phd/resources-and-support,Resources and Support,607,unique,content
research-candidature,fbe,FBE,https://fbe.unimelb.edu.au/students/phd/scholarships-and-grants,Graduate Research Scholarships and Grants,330,unique,content
research-candidature,fbe,FBE,https://fbe.unimelb.edu.au/students/phd/your-candidature,Your Candidature,2469,unique,content
research-candidature,fbe,FBE,https://fbe.unimelb.edu.au/students/phd/scholarships-and-grants/prizes-and-awards,Graduate researcher prizes and awards,873,unique,content
research-candidature,fbe,FBE,https://fbe.unimelb.edu.au/students/phd/scholarships-and-grants/research-training-and-development,Research training and development scholarships,1383,unique,content
