topic,unit_slug,faculty,url,title,wordCount,classification,page_type
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/degree-partnerships/oxford,University of Oxford BCL or MLF,1087,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/global-learning-opportunities/global-subjects,Global and interstate subjects,708,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/mls-clinics/subjects/disability-human-rights-clinic,Disability Human Rights Clinic,256,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/mls-clinics/subjects/disability-human-rights-clinic/research-outcomes,DHRC Research Outcomes,205,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/mls-clinics/subjects/indigenous-legal-advocacy-clinic,Indigenous Legal Advocacy Clinic,437,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/mls-clinics/subjects/law-apps,Law Apps,537,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/mls-clinics/subjects/legal-internship,Legal Internship,1356,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/mls-clinics/subjects/mls-tax-clinic,Tax Clinic | Melbourne Law School | University of Melbourne,564,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/mls-clinics/subjects/ndis-and-disability-benefits-clinic,NDIS and Disability Benefits Clinic,453,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/mls-clinics/subjects/public-interest-law-clinic,Public Interest Law Clinic,803,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/mls-clinics/subjects/stateless-legal-clinic,Stateless Legal Clinic,1259,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/mls-clinics/subjects/street-law,Street Law,475,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/jd/enrichment/mls-clinics/subjects/sustainability-business-clinic,Sustainability Business Clinic,943,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/jd/studies/acceleration-guidelines,Acceleration Guidelines,558,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/jd/studies/accept-your-offer-and-get-started,Accept Your Offer & Get Started | JD | University of Melbourne,1823,mixed,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/jd/studies/class-recording-policy,Class Recording Policy,773,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/jd/studies/course-planning,JD course planning and advice,689,mixed,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/jd/studies/course-plans,JD course structure and plans,837,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/jd/studies/enrolment/jd-subjects,JD subjects,2103,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/jd/studies/enrolment/legal-research,Legal Research,5424,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/jd/studies/student-achievement-and-grading,Student Achievement and Grading,976,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/jd/studies/waiver-of-subject-prerequisites,Subject Prerequisite Waiver,168,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/masters/enrichment/global-learning-opportunities/study-abroad-at-oxford,Study Abroad at Oxford,932,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/masters/studies/course-transfers,Course Transfers and Early Exit Awards,419,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/masters/studies/cross-institutional-study,Cross-Institutional Study,452,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/masters/studies/enrolment/mlm-subjects,MLM subjects,1901,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/masters/studies/leave-of-absence,Leave of Absence,283,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/masters/studies/mlm-course-planning,Melbourne Law Masters course planning,1379,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/masters/studies/prerequisites-and-recommended-requirements,Prerequisites and Recommended Requirements,248,unique,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/masters/studies/student-advising,MLM student advising,372,mixed,content
subjects-timetable,law,Law,https://law.unimelb.edu.au/students/masters/studies/subject-delivery,Subject delivery,560,unique,content
subjects-timetable,mbs,FBE,https://mbs.unimelb.edu.au/students/course-planning/subject-selection-and-advanced,Subject Selection and Advanced Standing,1098,unique,content
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/breadth,Breadth subjects in the Bachelor of Science,841,unique,content
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets,First year subject sets,939,unique,content
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/biological-sciences,Biological sciences: getting started in the Bachelor of Science,949,unique,content
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/chemical-sciences,Chemical Sciences: getting started in the Bachelor of Science,1006,unique,content
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/earth-sciences,Earth Sciences: getting started in the Bachelor of Science,1034,unique,content
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/engineering-systems,Engineering Systems: starting in the Bachelor of Science,974,unique,content
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/geography,Geography: getting started in the Bachelor of Science,1047,unique,content
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/information-technology,Information Technology: starting in the Bachelor of Science,952,unique,content
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/mathematics-and-statistics,Mathematics and Statistics: starting in the Bachelor of Science,1245,unique,content
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/physical-sciences,Physical Sciences: starting in the Bachelor of Science,1224,unique,content
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-bachelor-of-science/first-year-subject-sets/psychological-sciences,Psychological Sciences: starting in the Bachelor of Science,963,unique,content
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/course-guide-graduate-coursework-degrees/agriculture-food-science-research-projects,Research Project Subjects | Veterinary & Agricultural Sciences,3185,unique,content
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/enrich-your-studies/academic-skills/graduate-science-academic-english-tutorial,Science Academic English Tutorials,631,unique,content
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/enrich-your-studies/internship-subjects,Internships in the Faculty of Science,2666,unique,content
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/quota-subjects,Quota subjects,1774,unique,content
subjects-timetable,science,Science,https://science.unimelb.edu.au/students/research-project-subjects,Undergraduate research projects,1271,unique,content
wellbeing-health,biomedical,MDHS,https://biomedicalsciences.unimelb.edu.au/study/current-student-information,Shape your biomedical sciences experience,478,unique,content
wellbeing-health,biomedical,MDHS,https://study.unimelb.edu.au/find/courses/major/biomedical-engineering-systems/,Biomedical Engineering Systems - The University of Melbourne,193,unique,content
wellbeing-health,biomedical,MDHS,https://study.unimelb.edu.au/find/courses/major/human-nutrition/,Human Nutrition - The University of Melbourne,172,unique,content
wellbeing-health,biomedical,MDHS,https://study.unimelb.edu.au/find/courses/major/psychology/,Psychology - The University of Melbourne,288,unique,content
wellbeing-health,education,Education,https://education.unimelb.edu.au/study/current-students/employability-in-education/master-of-teaching/placement-requirements/health-and-safety,Health and safety,475,unique,content
wellbeing-health,education,Education,https://education.unimelb.edu.au/study/current-students/wellbeing-and-support,Wellbeing and Support | Faculty of Education,435,unique,content
wellbeing-health,fbe,FBE,https://fbe.unimelb.edu.au/students/wellbeing,Wellbeing,850,unique,content
wellbeing-health,fbe,FBE,https://fbe.unimelb.edu.au/students/wellbeing/ambassadors,Ambassadors,419,unique,content
wellbeing-health,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/student-experience/wellbeing-series,Wellbeing Series,421,unique,content
wellbeing-health,feit,FEIT,https://eng.unimelb.edu.au/students/coursework/study-resources/wellbeing,Health and Wellbeing Resources,1236,unique,content
wellbeing-health,law,Law,https://law.unimelb.edu.au/students/academic-support-and-wellbeing/student-equity-and-disability-support,Student Equity and Disability Support,565,unique,content
wellbeing-health,law,Law,https://law.unimelb.edu.au/students/academic-support-and-wellbeing/wellbeing,Wellbeing,592,unique,content
wellbeing-health,law,Law,https://law.unimelb.edu.au/students/academic-support-and-wellbeing/wellbeing/extensions,Extensions,660,unique,content
wellbeing-health,law,Law,https://law.unimelb.edu.au/students/academic-support-and-wellbeing/wellbeing/registration-for-ongoing-support,Registration for ongoing support,418,unique,content
wellbeing-health,law,Law,https://law.unimelb.edu.au/students/academic-support-and-wellbeing/wellbeing/special-consideration,Special consideration,598,unique,content
wellbeing-health,law,Law,https://law.unimelb.edu.au/students/jd,JD Students,937,mixed,content
wellbeing-health,law,Law,https://law.unimelb.edu.au/students/jd,JD Students,795,mixed,content
wellbeing-health,law,Law,https://law.unimelb.edu.au/students/masters,MLM Students,894,mixed,content
wellbeing-health,law,Law,https://law.unimelb.edu.au/students/masters,MLM Students,752,unique,content
wellbeing-health,mbs,FBE,https://mbs.unimelb.edu.au/students/wellbeing,Wellbeing,821,unique,content
wellbeing-health,mbs,FBE,https://mbs.unimelb.edu.au/students/wellbeing/ambassadors,Ambassadors,390,unique,content
wellbeing-health,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/dsp,Department of Speech Pathology,337,unique,content
wellbeing-health,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/melbourne-medical-school,Melbourne Medical School,369,unique,content
wellbeing-health,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/org/mspgh,Melbourne School of Population and Global Health,514,unique,content
wellbeing-health,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/prospective-orgs/what-happens-after-the-placement,Where to from here?,214,unique,content
wellbeing-health,mdhs,MDHS,https://mdhs.unimelb.edu.au/study/current-students/placements/students/getting-help,Getting help,593,unique,content
